,u,i,ts,label,idx
41661,94,1701,19613085.0,0.0,41662
41662,63,1101,19613249.0,0.0,41663
41663,1,1702,19613351.0,0.0,41664
41664,94,1251,19613355.0,0.0,41665
41665,95,1028,19613385.0,0.0,41666
41666,94,1701,19613616.0,0.0,41667
41667,66,1097,19613676.0,0.0,41668
41668,16,1243,19613871.0,0.0,41669
41669,154,1157,19614099.0,0.0,41670
41670,95,1638,19614134.0,0.0,41671
41671,63,1092,19614168.0,0.0,41672
41672,95,1104,19614439.0,0.0,41673
41673,16,1222,19614679.0,0.0,41674
41674,94,1701,19614758.0,0.0,41675
41675,154,1599,19614859.0,0.0,41676
41676,152,1346,19614942.0,0.0,41677
41677,94,1701,19615139.0,0.0,41678
41678,63,1308,19615234.0,0.0,41679
41679,94,1412,19615350.0,0.0,41680
41680,152,1180,19615392.0,0.0,41681
41681,63,1140,19615632.0,0.0,41682
41682,94,1251,19615961.0,0.0,41683
41683,94,1701,19616366.0,0.0,41684
41684,154,1058,19616528.0,0.0,41685
41685,95,1230,19616830.0,0.0,41686
41686,94,1251,19616938.0,0.0,41687
41687,127,1691,19617060.0,0.0,41688
41688,79,1559,19617087.0,0.0,41689
41689,94,1701,19617600.0,0.0,41690
41690,63,1104,19617868.0,0.0,41691
41691,154,1181,19617901.0,0.0,41692
41692,95,1033,19617961.0,0.0,41693
41693,94,1251,19618091.0,0.0,41694
41694,94,1701,19618552.0,0.0,41695
41695,95,1006,19618631.0,0.0,41696
41696,67,1676,19618869.0,0.0,41697
41697,94,1251,19619052.0,0.0,41698
41698,154,998,19619084.0,0.0,41699
41699,96,1559,19619171.0,0.0,41700
41700,67,1651,19619341.0,0.0,41701
41701,154,1293,19619665.0,0.0,41702
41702,94,1701,19620041.0,0.0,41703
41703,79,1141,19620195.0,0.0,41704
41704,94,1701,19620211.0,0.0,41705
41705,63,1104,19620384.0,0.0,41706
41706,94,1701,19620611.0,0.0,41707
41707,94,1156,19620812.0,0.0,41708
41708,63,1394,19621196.0,0.0,41709
41709,63,991,19621437.0,0.0,41710
41710,33,1290,19621576.0,0.0,41711
41711,63,1118,19621654.0,0.0,41712
41712,94,1251,19621654.0,0.0,41713
41713,33,1170,19621785.0,0.0,41714
41714,63,1061,19621895.0,0.0,41715
41715,63,1247,19622316.0,0.0,41716
41716,94,1251,19622403.0,0.0,41717
41717,154,1278,19623533.0,0.0,41718
41718,119,1350,19623954.0,0.0,41719
41719,154,1144,19624598.0,0.0,41720
41720,151,1398,19625072.0,0.0,41721
41721,154,1004,19625120.0,0.0,41722
41722,117,1471,19625439.0,0.0,41723
41723,94,1483,19626445.0,0.0,41724
41724,154,1144,19626477.0,0.0,41725
41725,151,1159,19627254.0,0.0,41726
41726,94,1483,19628309.0,0.0,41727
41727,151,1676,19628606.0,0.0,41728
41728,154,1278,19628741.0,0.0,41729
41729,151,1143,19629116.0,0.0,41730
41730,151,994,19629407.0,0.0,41731
41731,151,995,19629698.0,0.0,41732
41732,94,1483,19629844.0,0.0,41733
41733,154,1004,19630452.0,0.0,41734
41734,151,986,19630553.0,0.0,41735
41735,147,981,19630632.0,0.0,41736
41736,147,1231,19631353.0,0.0,41737
41737,94,1483,19631443.0,0.0,41738
41738,147,1056,19631523.0,0.0,41739
41739,147,1096,19631744.0,0.0,41740
41740,151,1256,19631837.0,0.0,41741
41741,154,1278,19631940.0,0.0,41742
41742,147,1057,19632394.0,0.0,41743
41743,94,1443,19632638.0,0.0,41744
41744,147,1254,19632644.0,0.0,41745
41745,147,1246,19632874.0,0.0,41746
41746,147,1270,19633354.0,0.0,41747
41747,147,1271,19633634.0,0.0,41748
41748,94,1251,19633710.0,0.0,41749
41749,147,1055,19633924.0,0.0,41750
41750,151,1119,19634024.0,0.0,41751
41751,147,981,19634224.0,0.0,41752
41752,147,1231,19634465.0,0.0,41753
41753,94,1443,19634560.0,0.0,41754
41754,147,1056,19634686.0,0.0,41755
41755,94,1251,19635496.0,0.0,41756
41756,147,1334,19636106.0,0.0,41757
41757,154,1144,19636652.0,0.0,41758
41758,94,1483,19637171.0,0.0,41759
41759,62,1702,19637547.0,0.0,41760
41760,147,1334,19637599.0,0.0,41761
41761,62,1703,19638101.0,0.0,41762
41762,154,1278,19638574.0,0.0,41763
41763,154,1004,19638865.0,0.0,41764
41764,94,1483,19639137.0,0.0,41765
41765,62,1621,19639308.0,0.0,41766
41766,154,1004,19640154.0,0.0,41767
41767,94,1443,19640289.0,0.0,41768
41768,154,1144,19640395.0,0.0,41769
41769,94,1251,19640840.0,0.0,41770
41770,94,1212,19641907.0,0.0,41771
41771,92,1457,19642258.0,0.0,41772
41772,154,1144,19642587.0,0.0,41773
41773,94,1170,19642617.0,0.0,41774
41774,129,1342,19642844.0,0.0,41775
41775,92,1457,19643041.0,0.0,41776
41776,154,1004,19643059.0,0.0,41777
41777,11,1039,19643232.0,0.0,41778
41778,92,1457,19643256.0,0.0,41779
41779,107,1078,19643321.0,0.0,41780
41780,94,1193,19643486.0,0.0,41781
41781,107,1022,19643588.0,0.0,41782
41782,13,1556,19644152.0,0.0,41783
41783,94,1701,19644223.0,0.0,41784
41784,129,1650,19644290.0,0.0,41785
41785,94,1701,19644392.0,0.0,41786
41786,154,1278,19644677.0,0.0,41787
41787,11,1613,19644824.0,0.0,41788
41788,94,1701,19645600.0,0.0,41789
41789,94,1251,19645892.0,0.0,41790
41790,94,1412,19646184.0,0.0,41791
41791,94,1527,19646780.0,0.0,41792
41792,129,1022,19646959.0,0.0,41793
41793,109,1311,19647170.0,0.0,41794
41794,109,1455,19647387.0,0.0,41795
41795,94,1251,19647639.0,0.0,41796
41796,109,1445,19647680.0,0.0,41797
41797,129,1652,19647717.0,0.0,41798
41798,94,1701,19648111.0,0.0,41799
41799,109,1435,19648416.0,0.0,41800
41800,94,1251,19648745.0,0.0,41801
41801,94,1701,19648983.0,0.0,41802
41802,94,1251,19649593.0,0.0,41803
41803,10,1526,19649724.0,0.0,41804
41804,129,1641,19650260.0,0.0,41805
41805,93,1180,19650359.0,0.0,41806
41806,94,1251,19650582.0,0.0,41807
41807,93,1318,19650791.0,0.0,41808
41808,94,1701,19650814.0,0.0,41809
41809,94,1251,19651014.0,0.0,41810
41810,94,1701,19652225.0,0.0,41811
41811,63,1107,19653139.0,0.0,41812
41812,63,1332,19653390.0,0.0,41813
41813,63,1358,19653607.0,0.0,41814
41814,63,1157,19653874.0,0.0,41815
41815,63,1359,19654177.0,0.0,41816
41816,94,1156,19654454.0,0.0,41817
41817,63,1138,19654464.0,0.0,41818
41818,94,1010,19654636.0,0.0,41819
41819,94,1443,19654848.0,0.0,41820
41820,77,1368,19656098.0,0.0,41821
41821,94,1212,19656341.0,0.0,41822
41822,77,1368,19656528.0,0.0,41823
41823,94,1701,19656704.0,0.0,41824
41824,132,1011,19657089.0,0.0,41825
41825,94,1251,19657360.0,0.0,41826
41826,113,1321,19657609.0,0.0,41827
41827,94,1251,19657955.0,0.0,41828
41828,92,1316,19658033.0,0.0,41829
41829,11,1112,19658483.0,0.0,41830
41830,94,1071,19658621.0,0.0,41831
41831,132,1465,19658840.0,0.0,41832
41832,132,1465,19659576.0,0.0,41833
41833,18,1164,19659633.0,0.0,41834
41834,132,1465,19659973.0,0.0,41835
41835,94,1251,19660347.0,0.0,41836
41836,94,1701,19660902.0,0.0,41837
41837,139,1057,19661065.0,0.0,41838
41838,9,1307,19661775.0,0.0,41839
41839,23,1264,19661880.0,0.0,41840
41840,139,998,19663050.0,0.0,41841
41841,94,1009,19663102.0,0.0,41842
41842,94,1412,19663597.0,0.0,41843
41843,129,1416,19663780.0,0.0,41844
41844,139,1020,19663871.0,0.0,41845
41845,23,1168,19664061.0,0.0,41846
41846,129,1410,19664093.0,0.0,41847
41847,139,1684,19664333.0,0.0,41848
41848,77,1368,19664470.0,0.0,41849
41849,129,1147,19664527.0,0.0,41850
41850,55,1374,19664548.0,0.0,41851
41851,139,1472,19664583.0,0.0,41852
41852,129,1409,19664807.0,0.0,41853
41853,94,1701,19664878.0,0.0,41854
41854,94,1251,19665150.0,0.0,41855
41855,129,1479,19665849.0,0.0,41856
41856,94,1443,19666291.0,0.0,41857
41857,129,1479,19666559.0,0.0,41858
41858,55,1496,19666638.0,0.0,41859
41859,94,1701,19667481.0,0.0,41860
41860,129,1196,19668135.0,0.0,41861
41861,129,1096,19668339.0,0.0,41862
41862,129,1156,19668727.0,0.0,41863
41863,80,1594,19669146.0,0.0,41864
41864,129,987,19669256.0,0.0,41865
41865,80,1349,19669371.0,0.0,41866
41866,17,1321,19669502.0,0.0,41867
41867,139,1271,19669562.0,0.0,41868
41868,94,1412,19669612.0,0.0,41869
41869,94,1527,19669865.0,0.0,41870
41870,129,1625,19669913.0,0.0,41871
41871,10,1187,19669930.0,0.0,41872
41872,139,1609,19670063.0,0.0,41873
41873,129,1569,19670117.0,0.0,41874
41874,80,1594,19670380.0,0.0,41875
41875,94,1483,19670907.0,0.0,41876
41876,129,1157,19671061.0,0.0,41877
41877,102,1395,19671283.0,0.0,41878
41878,17,1674,19671390.0,0.0,41879
41879,117,1483,19671597.0,0.0,41880
41880,8,1500,19672175.0,0.0,41881
41881,8,1698,19672281.0,0.0,41882
41882,139,1021,19672705.0,0.0,41883
41883,17,999,19672880.0,0.0,41884
41884,139,1029,19672926.0,0.0,41885
41885,129,1189,19673066.0,0.0,41886
41886,17,1267,19673122.0,0.0,41887
41887,139,1030,19673156.0,0.0,41888
41888,129,1191,19673286.0,0.0,41889
41889,17,1579,19673301.0,0.0,41890
41890,77,1368,19673972.0,0.0,41891
41891,94,1251,19674096.0,0.0,41892
41892,17,1310,19674107.0,0.0,41893
41893,17,1142,19674453.0,0.0,41894
41894,129,1026,19674688.0,0.0,41895
41895,94,1251,19674963.0,0.0,41896
41896,11,1203,19675185.0,0.0,41897
41897,23,1512,19675230.0,0.0,41898
41898,17,1254,19675426.0,0.0,41899
41899,77,1368,19675437.0,0.0,41900
41900,17,1228,19675475.0,0.0,41901
41901,129,1657,19675664.0,0.0,41902
41902,17,1217,19675973.0,0.0,41903
41903,129,988,19676098.0,0.0,41904
41904,94,1156,19677125.0,0.0,41905
41905,129,1091,19677230.0,0.0,41906
41906,23,1482,19677247.0,0.0,41907
41907,8,1073,19677560.0,0.0,41908
41908,23,1153,19677604.0,0.0,41909
41909,94,1450,19677760.0,0.0,41910
41910,94,1251,19678063.0,0.0,41911
41911,129,1656,19678086.0,0.0,41912
41912,129,1645,19678290.0,0.0,41913
41913,94,1193,19678699.0,0.0,41914
41914,129,1652,19678701.0,0.0,41915
41915,94,1701,19678911.0,0.0,41916
41916,129,1383,19679139.0,0.0,41917
41917,94,1527,19679345.0,0.0,41918
41918,94,1251,19679799.0,0.0,41919
41919,129,1641,19679848.0,0.0,41920
41920,94,1251,19680152.0,0.0,41921
41921,94,1170,19680646.0,0.0,41922
41922,33,1000,19680667.0,0.0,41923
41923,94,1251,19680959.0,0.0,41924
41924,94,1251,19681302.0,0.0,41925
41925,131,1095,19681953.0,0.0,41926
41926,94,1701,19681988.0,0.0,41927
41927,131,1606,19682265.0,0.0,41928
41928,94,1701,19682412.0,0.0,41929
41929,131,1322,19682562.0,0.0,41930
41930,94,1008,19682594.0,0.0,41931
41931,131,1570,19682880.0,0.0,41932
41932,146,1181,19682897.0,0.0,41933
41933,96,1595,19682903.0,0.0,41934
41934,94,1701,19682997.0,0.0,41935
41935,96,1594,19683428.0,0.0,41936
41936,131,1606,19683449.0,0.0,41937
41937,94,1701,19683562.0,0.0,41938
41938,131,1606,19684064.0,0.0,41939
41939,128,1107,19684201.0,0.0,41940
41940,12,1268,19684225.0,0.0,41941
41941,131,1322,19684360.0,0.0,41942
41942,94,1251,19684360.0,0.0,41943
41943,128,1332,19684425.0,0.0,41944
41944,128,1358,19684644.0,0.0,41945
41945,146,1102,19684670.0,0.0,41946
41946,94,1212,19684874.0,0.0,41947
41947,128,1157,19684917.0,0.0,41948
41948,131,1607,19684966.0,0.0,41949
41949,33,1134,19685091.0,0.0,41950
41950,128,1359,19685214.0,0.0,41951
41951,23,1148,19685419.0,0.0,41952
41952,128,1138,19685507.0,0.0,41953
41953,129,1652,19685571.0,0.0,41954
41954,33,1675,19685817.0,0.0,41955
41955,128,1386,19685819.0,0.0,41956
41956,128,1387,19686109.0,0.0,41957
41957,8,1600,19686148.0,0.0,41958
41958,23,1058,19686271.0,0.0,41959
41959,128,1272,19686391.0,0.0,41960
41960,107,1065,19686544.0,0.0,41961
41961,23,1037,19686552.0,0.0,41962
41962,107,1065,19686795.0,0.0,41963
41963,93,1346,19686861.0,0.0,41964
41964,107,1102,19687145.0,0.0,41965
41965,94,1443,19687155.0,0.0,41966
41966,17,1496,19687282.0,0.0,41967
41967,139,1030,19687296.0,0.0,41968
41968,8,1109,19687392.0,0.0,41969
41969,148,1231,19687490.0,0.0,41970
41970,62,1702,19687502.0,0.0,41971
41971,33,1503,19687581.0,0.0,41972
41972,107,1102,19687596.0,0.0,41973
41973,146,1181,19687596.0,0.0,41974
41974,148,1056,19687707.0,0.0,41975
41975,139,1472,19687936.0,0.0,41976
41976,148,1096,19687936.0,0.0,41977
41977,23,1252,19687949.0,0.0,41978
41978,129,1641,19688116.0,0.0,41979
41979,148,1057,19688128.0,0.0,41980
41980,62,1703,19688317.0,0.0,41981
41981,23,1395,19688416.0,0.0,41982
41982,148,1254,19688425.0,0.0,41983
41983,148,1246,19688614.0,0.0,41984
41984,95,1471,19688723.0,0.0,41985
41985,148,1270,19689053.0,0.0,41986
41986,107,1102,19689138.0,0.0,41987
41987,139,1609,19689167.0,0.0,41988
41988,148,1006,19689321.0,0.0,41989
41989,62,1621,19689498.0,0.0,41990
41990,33,1033,19689597.0,0.0,41991
41991,139,1684,19690067.0,0.0,41992
41992,107,1274,19690139.0,0.0,41993
41993,139,1609,19690338.0,0.0,41994
41994,107,1137,19690349.0,0.0,41995
41995,94,1701,19690365.0,0.0,41996
41996,23,1252,19690401.0,0.0,41997
41997,107,1088,19690619.0,0.0,41998
41998,21,1081,19690621.0,0.0,41999
41999,63,1140,19690846.0,0.0,42000
42000,21,1083,19690872.0,0.0,42001
42001,107,1078,19690890.0,0.0,42002
42002,63,1140,19691112.0,0.0,42003
42003,21,1078,19691121.0,0.0,42004
42004,107,1095,19691241.0,0.0,42005
42005,77,1059,19691306.0,0.0,42006
42006,21,1088,19691380.0,0.0,42007
42007,94,1701,19691405.0,0.0,42008
42008,107,1000,19691501.0,0.0,42009
42009,21,1137,19691648.0,0.0,42010
42010,63,1140,19691680.0,0.0,42011
42011,107,1363,19691952.0,0.0,42012
42012,95,1391,19691958.0,0.0,42013
42013,21,1045,19692097.0,0.0,42014
42014,107,1363,19692302.0,0.0,42015
42015,21,1084,19692335.0,0.0,42016
42016,21,1274,19692825.0,0.0,42017
42017,95,1590,19692924.0,0.0,42018
42018,21,1079,19693299.0,0.0,42019
42019,94,1156,19693778.0,0.0,42020
42020,21,1084,19693844.0,0.0,42021
42021,95,1604,19694000.0,0.0,42022
42022,94,1156,19694121.0,0.0,42023
42023,21,1274,19694314.0,0.0,42024
42024,94,1251,19694625.0,0.0,42025
42025,21,1079,19694788.0,0.0,42026
42026,63,1107,19694921.0,0.0,42027
42027,94,1193,19695129.0,0.0,42028
42028,63,1332,19695172.0,0.0,42029
42029,63,1358,19695389.0,0.0,42030
42030,95,1215,19695474.0,0.0,42031
42031,63,1157,19695657.0,0.0,42032
42032,94,1483,19695735.0,0.0,42033
42033,63,1359,19695959.0,0.0,42034
42034,94,1443,19696017.0,0.0,42035
42035,63,1138,19696245.0,0.0,42036
42036,94,1251,19696330.0,0.0,42037
42037,63,1386,19696555.0,0.0,42038
42038,73,1120,19696604.0,0.0,42039
42039,63,1387,19696846.0,0.0,42040
42040,79,1327,19696858.0,0.0,42041
42041,73,1170,19696928.0,0.0,42042
42042,94,1251,19697097.0,0.0,42043
42043,63,1272,19697126.0,0.0,42044
42044,101,1476,19697429.0,0.0,42045
42045,73,1006,19697497.0,0.0,42046
42046,73,1589,19697726.0,0.0,42047
42047,63,1314,19697998.0,0.0,42048
42048,94,1251,19698005.0,0.0,42049
42049,101,1647,19698009.0,0.0,42050
42050,144,1476,19698653.0,0.0,42051
42051,95,1023,19698754.0,0.0,42052
42052,144,1499,19698755.0,0.0,42053
42053,94,1251,19698863.0,0.0,42054
42054,101,1690,19699029.0,0.0,42055
42055,147,1391,19699122.0,0.0,42056
42056,101,1680,19699509.0,0.0,42057
42057,94,1701,19699602.0,0.0,42058
42058,101,1637,19700049.0,0.0,42059
42059,94,1251,19700206.0,0.0,42060
42060,96,1413,19700233.0,0.0,42061
42061,94,1412,19701064.0,0.0,42062
42062,101,1660,19701190.0,0.0,42063
42063,144,1476,19701374.0,0.0,42064
42064,144,1499,19701476.0,0.0,42065
42065,94,1008,19701599.0,0.0,42066
42066,96,1413,19701624.0,0.0,42067
42067,154,1659,19702187.0,0.0,42068
42068,154,1054,19702857.0,0.0,42069
42069,96,1413,19703170.0,0.0,42070
42070,96,1008,19703522.0,0.0,42071
42071,63,1603,19703872.0,0.0,42072
42072,94,1701,19704131.0,0.0,42073
42073,63,1607,19704169.0,0.0,42074
42074,63,1605,19704485.0,0.0,42075
42075,144,1490,19704498.0,0.0,42076
42076,94,1010,19704756.0,0.0,42077
42077,63,1606,19704799.0,0.0,42078
42078,94,1251,19705019.0,0.0,42079
42079,63,1565,19705105.0,0.0,42080
42080,63,1570,19705684.0,0.0,42081
42081,94,1527,19706321.0,0.0,42082
42082,154,1004,19706541.0,0.0,42083
42083,63,1604,19706587.0,0.0,42084
42084,94,1701,19707048.0,0.0,42085
42085,94,1701,19707452.0,0.0,42086
42086,94,1009,19707644.0,0.0,42087
42087,63,1000,19707748.0,0.0,42088
42088,117,1031,19708038.0,0.0,42089
42089,94,1251,19708240.0,0.0,42090
42090,117,1188,19708305.0,0.0,42091
42091,94,1170,19708593.0,0.0,42092
42092,67,1592,19708973.0,0.0,42093
42093,117,1031,19709036.0,0.0,42094
42094,154,1144,19709093.0,0.0,42095
42095,94,1527,19709138.0,0.0,42096
42096,67,1537,19709540.0,0.0,42097
42097,67,1423,19709800.0,0.0,42098
42098,94,1412,19709878.0,0.0,42099
42099,154,1278,19709927.0,0.0,42100
42100,115,984,19710058.0,0.0,42101
42101,101,1383,19710091.0,0.0,42102
42102,115,1151,19710244.0,0.0,42103
42103,67,1076,19710253.0,0.0,42104
42104,94,1701,19710514.0,0.0,42105
42105,67,1507,19710527.0,0.0,42106
42106,101,1362,19710591.0,0.0,42107
42107,67,1005,19710760.0,0.0,42108
42108,94,1251,19710786.0,0.0,42109
42109,117,1662,19710891.0,0.0,42110
42110,117,1184,19711065.0,0.0,42111
42111,101,1250,19711082.0,0.0,42112
42112,117,1662,19711293.0,0.0,42113
42113,117,1310,19711559.0,0.0,42114
42114,3,1330,19711581.0,0.0,42115
42115,101,1080,19711582.0,0.0,42116
42116,117,1310,19711850.0,0.0,42117
42117,67,1592,19712783.0,0.0,42118
42118,67,1537,19713345.0,0.0,42119
42119,101,1613,19713394.0,0.0,42120
42120,94,1251,19713543.0,0.0,42121
42121,67,1423,19713595.0,0.0,42122
42122,94,1701,19713803.0,0.0,42123
42123,94,1450,19714023.0,0.0,42124
42124,101,1614,19714824.0,0.0,42125
42125,94,1701,19715255.0,0.0,42126
42126,154,1278,19715331.0,0.0,42127
42127,94,1701,19715736.0,0.0,42128
42128,154,1004,19716045.0,0.0,42129
42129,94,1251,19716216.0,0.0,42130
42130,154,1144,19716516.0,0.0,42131
42131,94,1251,19716777.0,0.0,42132
42132,94,1071,19717928.0,0.0,42133
42133,154,1278,19718978.0,0.0,42134
42134,94,1251,19719270.0,0.0,42135
42135,154,1144,19720515.0,0.0,42136
42136,94,1701,19720732.0,0.0,42137
42137,154,1004,19720736.0,0.0,42138
42138,88,1101,19721484.0,0.0,42139
42139,154,1144,19721820.0,0.0,42140
42140,88,1402,19721965.0,0.0,42141
42141,88,1140,19722156.0,0.0,42142
42142,145,1213,19722659.0,0.0,42143
42143,94,1701,19722894.0,0.0,42144
42144,88,1401,19723117.0,0.0,42145
42145,88,1308,19723298.0,0.0,42146
42146,154,1278,19723418.0,0.0,42147
42147,94,1156,19724006.0,0.0,42148
42148,94,1009,19724494.0,0.0,42149
42149,88,1027,19724941.0,0.0,42150
42150,88,1287,19725221.0,0.0,42151
42151,131,1095,19725283.0,0.0,42152
42152,88,1013,19725462.0,0.0,42153
42153,94,1701,19725513.0,0.0,42154
42154,131,1606,19725596.0,0.0,42155
42155,94,1443,19725735.0,0.0,42156
42156,131,1606,19725897.0,0.0,42157
42157,88,1506,19725973.0,0.0,42158
42158,154,1004,19726160.0,0.0,42159
42159,88,1037,19726233.0,0.0,42160
42160,94,1251,19726310.0,0.0,42161
42161,94,1156,19726713.0,0.0,42162
42162,156,1289,19727167.0,0.0,42163
42163,156,1115,19727867.0,0.0,42164
42164,156,1022,19728145.0,0.0,42165
42165,154,1144,19728331.0,0.0,42166
42166,93,1662,19728449.0,0.0,42167
42167,94,1251,19728660.0,0.0,42168
42168,94,1251,19729275.0,0.0,42169
42169,73,1006,19729566.0,0.0,42170
42170,127,1361,19729630.0,0.0,42171
42171,154,1004,19731565.0,0.0,42172
42172,94,1527,19731980.0,0.0,42173
42173,94,1251,19733029.0,0.0,42174
42174,94,1251,19733594.0,0.0,42175
42175,129,1217,19733804.0,0.0,42176
42176,8,1062,19733823.0,0.0,42177
42177,154,1278,19733955.0,0.0,42178
42178,8,1063,19734023.0,0.0,42179
42179,94,1010,19734109.0,0.0,42180
42180,8,1064,19734434.0,0.0,42181
42181,93,1316,19734598.0,0.0,42182
42182,94,1701,19734603.0,0.0,42183
42183,8,1065,19734665.0,0.0,42184
42184,129,1020,19734956.0,0.0,42185
42185,94,1170,19735027.0,0.0,42186
42186,8,1344,19735264.0,0.0,42187
42187,94,1212,19735309.0,0.0,42188
42188,94,1701,19735551.0,0.0,42189
42189,94,1251,19736146.0,0.0,42190
42190,129,1018,19736808.0,0.0,42191
42191,94,1450,19736983.0,0.0,42192
42192,94,1251,19737213.0,0.0,42193
42193,129,1618,19737288.0,0.0,42194
42194,94,1701,19737304.0,0.0,42195
42195,129,1131,19737588.0,0.0,42196
42196,129,1648,19737777.0,0.0,42197
42197,94,1251,19737975.0,0.0,42198
42198,129,1543,19737993.0,0.0,42199
42199,129,1004,19738227.0,0.0,42200
42200,94,1412,19738258.0,0.0,42201
42201,94,1701,19738459.0,0.0,42202
42202,94,1701,19738883.0,0.0,42203
42203,129,1037,19739101.0,0.0,42204
42204,94,1193,19739307.0,0.0,42205
42205,129,1278,19739598.0,0.0,42206
42206,94,1071,19740023.0,0.0,42207
42207,10,1132,19740312.0,0.0,42208
42208,94,1701,19740780.0,0.0,42209
42209,94,1527,19742526.0,0.0,42210
42210,94,1251,19742829.0,0.0,42211
42211,69,1285,19742930.0,0.0,42212
42212,94,1251,19743403.0,0.0,42213
42213,92,1177,19743620.0,0.0,42214
42214,94,1701,19743656.0,0.0,42215
42215,10,1544,19744423.0,0.0,42216
42216,94,1701,19744594.0,0.0,42217
42217,94,1251,19744866.0,0.0,42218
42218,107,1596,19745327.0,0.0,42219
42219,10,1404,19745833.0,0.0,42220
42220,94,1008,19745896.0,0.0,42221
42221,94,1443,19746804.0,0.0,42222
42222,69,1474,19747333.0,0.0,42223
42223,157,1167,19747468.0,0.0,42224
42224,157,1570,19747565.0,0.0,42225
42225,157,1339,19748002.0,0.0,42226
42226,157,1380,19748123.0,0.0,42227
42227,69,1285,19748868.0,0.0,42228
42228,148,1074,19749436.0,0.0,42229
42229,94,1251,19749478.0,0.0,42230
42230,94,1251,19750012.0,0.0,42231
42231,94,1483,19750668.0,0.0,42232
42232,94,1412,19752324.0,0.0,42233
42233,148,1093,19752646.0,0.0,42234
42234,94,1009,19752768.0,0.0,42235
42235,94,1251,19753051.0,0.0,42236
42236,148,1459,19753179.0,0.0,42237
42237,94,1251,19753656.0,0.0,42238
42238,148,1035,19753735.0,0.0,42239
42239,4,1193,19753906.0,0.0,42240
42240,148,1451,19753949.0,0.0,42241
42241,94,1701,19754534.0,0.0,42242
42242,157,1027,19754542.0,0.0,42243
42243,4,1008,19754658.0,0.0,42244
42244,148,991,19754992.0,0.0,42245
42245,94,1450,19755351.0,0.0,42246
42246,4,1007,19755352.0,0.0,42247
42247,148,1061,19755426.0,0.0,42248
42248,158,1448,19755482.0,0.0,42249
42249,4,1120,19755509.0,0.0,42250
42250,8,1546,19755529.0,0.0,42251
42251,148,1247,19755822.0,0.0,42252
42252,94,1701,19755835.0,0.0,42253
42253,146,1181,19755942.0,0.0,42254
42254,94,1170,19756067.0,0.0,42255
42255,64,1022,19756674.0,0.0,42256
42256,23,1178,19756688.0,0.0,42257
42257,158,1300,19756815.0,0.0,42258
42258,94,1071,19757157.0,0.0,42259
42259,158,1398,19757267.0,0.0,42260
42260,158,1109,19757567.0,0.0,42261
42261,158,1256,19757770.0,0.0,42262
42262,94,1701,19757985.0,0.0,42263
42263,155,1168,19758095.0,0.0,42264
42264,10,1337,19758133.0,0.0,42265
42265,155,1260,19758340.0,0.0,42266
42266,155,1244,19758549.0,0.0,42267
42267,94,1156,19758580.0,0.0,42268
42268,94,1701,19758984.0,0.0,42269
42269,23,1374,19759030.0,0.0,42270
42270,132,1454,19759661.0,0.0,42271
42271,94,1251,19759882.0,0.0,42272
42272,94,1251,19760487.0,0.0,42273
42273,155,1437,19761410.0,0.0,42274
42274,94,1193,19761516.0,0.0,42275
42275,155,1249,19761690.0,0.0,42276
42276,8,1009,19761877.0,0.0,42277
42277,31,1594,19762109.0,0.0,42278
42278,155,1310,19762168.0,0.0,42279
42279,8,1010,19762286.0,0.0,42280
42280,129,1406,19762343.0,0.0,42281
42281,8,1411,19762454.0,0.0,42282
42282,8,1071,19762670.0,0.0,42283
42283,94,1251,19762838.0,0.0,42284
42284,94,1008,19763100.0,0.0,42285
42285,149,981,19763192.0,0.0,42286
42286,140,1184,19763230.0,0.0,42287
42287,94,1251,19763383.0,0.0,42288
42288,149,1231,19763425.0,0.0,42289
42289,140,1441,19763509.0,0.0,42290
42290,149,1231,19763663.0,0.0,42291
42291,149,1056,19763887.0,0.0,42292
42292,33,1316,19764065.0,0.0,42293
42293,149,1096,19764100.0,0.0,42294
42294,149,1231,19764338.0,0.0,42295
42295,140,1400,19764359.0,0.0,42296
42296,149,1056,19764562.0,0.0,42297
42297,158,1116,19764641.0,0.0,42298
42298,33,1289,19764725.0,0.0,42299
42299,158,1021,19764742.0,0.0,42300
42300,149,1096,19764774.0,0.0,42301
42301,158,1140,19764983.0,0.0,42302
42302,31,1468,19765273.0,0.0,42303
42303,149,1621,19765274.0,0.0,42304
42304,33,1038,19765290.0,0.0,42305
42305,94,1701,19766188.0,0.0,42306
42306,140,1224,19766350.0,0.0,42307
42307,128,1077,19766496.0,0.0,42308
42308,140,1457,19766570.0,0.0,42309
42309,94,1251,19766945.0,0.0,42310
42310,128,1554,19767015.0,0.0,42311
42311,55,1565,19767047.0,0.0,42312
42312,128,1041,19767574.0,0.0,42313
42313,94,1251,19767726.0,0.0,42314
42314,140,1033,19767895.0,0.0,42315
42315,150,1325,19768111.0,0.0,42316
42316,150,1482,19768301.0,0.0,42317
42317,94,1251,19768334.0,0.0,42318
42318,150,1498,19768461.0,0.0,42319
42319,140,1189,19768521.0,0.0,42320
42320,94,1701,19768552.0,0.0,42321
42321,11,1203,19768576.0,0.0,42322
42322,155,1009,19769711.0,0.0,42323
42323,155,1010,19770107.0,0.0,42324
42324,155,1411,19770270.0,0.0,42325
42325,155,1071,19770438.0,0.0,42326
42326,94,1483,19770528.0,0.0,42327
