source,destination,timestamp,state_label,comma_separated_list_of_features
21,13,26087887.0,0,0.0,0.0
27,689,26087978.0,0,0.0,0.0
93,558,26088003.0,0,0.0,0.0
21,14,26088181.0,0,0.0,0.0
27,689,26088189.0,0,0.0,0.0
93,351,26088200.0,0,0.0,0.0
137,722,26088238.0,0,0.0,0.0
27,689,26088409.0,0,0.0,0.0
21,18,26088458.0,0,0.0,0.0
93,176,26088461.0,0,0.0,0.0
27,689,26088620.0,0,0.0,0.0
113,369,26088832.0,0,0.0,0.0
27,689,26088841.0,0,0.0,0.0
93,378,26088978.0,0,0.0,0.0
154,139,26088986.0,0,0.0,0.0
117,528,26089044.0,0,0.0,0.0
27,689,26089052.0,0,0.0,0.0
127,230,26089074.0,0,0.0,0.0
117,529,26089261.0,0,0.0,0.0
27,689,26089273.0,0,0.0,0.0
32,167,26089433.0,0,0.0,0.0
27,689,26089484.0,0,0.0,0.0
117,168,26089609.0,0,0.0,0.0
27,689,26089705.0,0,0.0,0.0
127,157,26089818.0,0,0.0,0.0
93,226,26089836.0,0,0.0,0.0
203,49,26089895.0,0,0.0,0.0
27,689,26089915.0,0,0.0,0.0
1,37,26089967.0,0,0.0,0.0
167,284,26090089.0,0,0.0,0.0
1,45,26090098.0,0,0.0,0.0
27,689,26090136.0,0,0.0,0.0
203,290,26090156.0,0,0.0,0.0
184,702,26090295.0,0,0.0,0.0
1,35,26090333.0,0,0.0,0.0
27,689,26090347.0,0,0.0,0.0
27,689,26090567.0,0,0.0,0.0
1,36,26090580.0,0,0.0,0.0
184,702,26090685.0,0,0.0,0.0
27,689,26090779.0,0,0.0,0.0
203,42,26090796.0,0,0.0,0.0
1,37,26090986.0,0,0.0,0.0
203,43,26091086.0,0,0.0,0.0
1,38,26091199.0,0,0.0,0.0
74,726,26091269.0,0,0.0,0.0
203,45,26091276.0,0,0.0,0.0
1,39,26091385.0,0,0.0,0.0
203,35,26091526.0,0,0.0,0.0
1,40,26091595.0,0,0.0,0.0
177,645,26091631.0,0,0.0,0.0
152,219,26091726.0,0,0.0,0.0
113,310,26092012.0,0,0.0,0.0
203,535,26092217.0,0,0.0,0.0
93,502,26092274.0,0,0.0,0.0
203,294,26092479.0,0,0.0,0.0
203,216,26092731.0,0,0.0,0.0
180,573,26092971.0,0,0.0,0.0
203,177,26092992.0,0,0.0,0.0
204,315,26093144.0,0,0.0,0.0
8,312,26093169.0,0,0.0,0.0
180,295,26093222.0,0,0.0,0.0
177,580,26093224.0,0,0.0,0.0
204,315,26093379.0,0,0.0,0.0
32,694,26093414.0,0,0.0,0.0
180,384,26093457.0,0,0.0,0.0
177,428,26093468.0,0,0.0,0.0
167,351,26093643.0,0,0.0,0.0
93,546,26093649.0,0,0.0,0.0
180,390,26093715.0,0,0.0,0.0
164,526,26093995.0,0,0.0,0.0
8,366,26094093.0,0,0.0,0.0
93,564,26094186.0,0,0.0,0.0
117,446,26094197.0,0,0.0,0.0
180,94,26094234.0,0,0.0,0.0
164,95,26094239.0,0,0.0,0.0
180,389,26094469.0,0,0.0,0.0
93,579,26094487.0,0,0.0,0.0
113,133,26094789.0,0,0.0,0.0
164,598,26094905.0,0,0.0,0.0
93,533,26095043.0,0,0.0,0.0
180,332,26095292.0,0,0.0,0.0
90,287,26095469.0,0,0.0,0.0
180,185,26095544.0,0,0.0,0.0
32,57,26095848.0,0,0.0,0.0
2,697,26095912.0,0,0.0,0.0
208,126,26096120.0,0,0.0,0.0
208,378,26096408.0,0,0.0,0.0
143,188,26096452.0,0,0.0,0.0
93,375,26096577.0,0,0.0,0.0
167,361,26096875.0,0,0.0,0.0
167,85,26096879.0,0,0.0,0.0
167,208,26096908.0,0,0.0,0.0
167,56,26096925.0,0,0.0,0.0
208,101,26097185.0,0,0.0,0.0
167,152,26097217.0,0,0.0,0.0
167,412,26097339.0,0,0.0,0.0
167,543,26097342.0,0,0.0,0.0
167,146,26097348.0,0,0.0,0.0
167,567,26097379.0,0,0.0,0.0
167,272,26097431.0,0,0.0,0.0
167,228,26097439.0,0,0.0,0.0
180,378,26097513.0,0,0.0,0.0
180,157,26097669.0,0,0.0,0.0
180,405,26097949.0,0,0.0,0.0
93,720,26097990.0,0,0.0,0.0
208,359,26098026.0,0,0.0,0.0
93,688,26098396.0,0,0.0,0.0
208,361,26098740.0,0,0.0,0.0
62,502,26099127.0,0,0.0,0.0
93,634,26099232.0,0,0.0,0.0
208,388,26099454.0,0,0.0,0.0
203,27,26099544.0,0,0.0,0.0
208,434,26099544.0,0,0.0,0.0
113,135,26099552.0,0,0.0,0.0
4,59,26099592.0,0,0.0,0.0
166,638,26099625.0,0,0.0,0.0
208,351,26099720.0,0,0.0,0.0
208,289,26099982.0,0,0.0,0.0
203,193,26100114.0,0,0.0,0.0
166,610,26100206.0,0,0.0,0.0
208,45,26100249.0,0,0.0,0.0
203,78,26100375.0,0,0.0,0.0
166,643,26100566.0,0,0.0,0.0
93,54,26101046.0,0,0.0,0.0
208,39,26101060.0,0,0.0,0.0
29,418,26101679.0,0,0.0,0.0
93,558,26102475.0,0,0.0,0.0
93,126,26103121.0,0,0.0,0.0
93,558,26103356.0,0,0.0,0.0
93,351,26103552.0,0,0.0,0.0
208,12,26103743.0,0,0.0,0.0
90,192,26103761.0,0,0.0,0.0
4,357,26104101.0,0,0.0,0.0
62,502,26104161.0,0,0.0,0.0
208,24,26104194.0,0,0.0,0.0
118,190,26104244.0,0,0.0,0.0
4,463,26104342.0,0,0.0,0.0
93,533,26104469.0,0,0.0,0.0
118,104,26104627.0,0,0.0,0.0
62,447,26104740.0,0,0.0,0.0
93,54,26104851.0,0,0.0,0.0
113,243,26104898.0,0,0.0,0.0
118,423,26104911.0,0,0.0,0.0
4,199,26105101.0,0,0.0,0.0
93,378,26105279.0,0,0.0,0.0
62,514,26105577.0,0,0.0,0.0
32,263,26105742.0,0,0.0,0.0
62,8,26105850.0,0,0.0,0.0
32,474,26105969.0,0,0.0,0.0
4,56,26106064.0,0,0.0,0.0
118,296,26106159.0,0,0.0,0.0
93,375,26106278.0,0,0.0,0.0
62,366,26106378.0,0,0.0,0.0
118,296,26106563.0,0,0.0,0.0
62,506,26106830.0,0,0.0,0.0
166,586,26107236.0,0,0.0,0.0
118,481,26107324.0,0,0.0,0.0
4,411,26107339.0,0,0.0,0.0
113,70,26107483.0,0,0.0,0.0
4,494,26107614.0,0,0.0,0.0
93,226,26107642.0,0,0.0,0.0
118,190,26107978.0,0,0.0,0.0
4,557,26108178.0,0,0.0,0.0
118,104,26108361.0,0,0.0,0.0
4,340,26108606.0,0,0.0,0.0
118,423,26108644.0,0,0.0,0.0
113,186,26108666.0,0,0.0,0.0
4,304,26109081.0,0,0.0,0.0
93,502,26109153.0,0,0.0,0.0
158,169,26109288.0,0,0.0,0.0
118,296,26109305.0,0,0.0,0.0
166,641,26109680.0,0,0.0,0.0
5,677,26109915.0,0,0.0,0.0
118,481,26110066.0,0,0.0,0.0
4,11,26110157.0,0,0.0,0.0
5,99,26110195.0,0,0.0,0.0
113,543,26110215.0,0,0.0,0.0
113,321,26110437.0,0,0.0,0.0
93,546,26110530.0,0,0.0,0.0
4,545,26110705.0,0,0.0,0.0
164,662,26110943.0,0,0.0,0.0
146,659,26111038.0,0,0.0,0.0
164,660,26111148.0,0,0.0,0.0
164,657,26111358.0,0,0.0,0.0
164,682,26111551.0,0,0.0,0.0
93,202,26111899.0,0,0.0,0.0
93,346,26112211.0,0,0.0,0.0
146,662,26112849.0,0,0.0,0.0
146,660,26113060.0,0,0.0,0.0
146,657,26113310.0,0,0.0,0.0
146,682,26113561.0,0,0.0,0.0
93,502,26113748.0,0,0.0,0.0
146,661,26113761.0,0,0.0,0.0
146,663,26113971.0,0,0.0,0.0
146,683,26114172.0,0,0.0,0.0
146,684,26114452.0,0,0.0,0.0
146,685,26114782.0,0,0.0,0.0
146,687,26115052.0,0,0.0,0.0
116,325,26115067.0,0,0.0,0.0
93,546,26115120.0,0,0.0,0.0
93,564,26115655.0,0,0.0,0.0
116,461,26115732.0,0,0.0,0.0
93,579,26115955.0,0,0.0,0.0
93,533,26116516.0,0,0.0,0.0
205,112,26116669.0,0,0.0,0.0
205,478,26117110.0,0,0.0,0.0
116,50,26117463.0,0,0.0,0.0
116,68,26118042.0,0,0.0,0.0
93,375,26118047.0,0,0.0,0.0
116,626,26118181.0,0,0.0,0.0
116,625,26118479.0,0,0.0,0.0
116,323,26118822.0,0,0.0,0.0
205,54,26119137.0,0,0.0,0.0
205,470,26119367.0,0,0.0,0.0
93,720,26119463.0,0,0.0,0.0
154,19,26119811.0,0,0.0,0.0
93,688,26119868.0,0,0.0,0.0
154,425,26120078.0,0,0.0,0.0
93,634,26120704.0,0,0.0,0.0
116,50,26120705.0,0,0.0,0.0
93,54,26122516.0,0,0.0,0.0
93,664,26122981.0,0,0.0,0.0
99,651,26123240.0,0,0.0,0.0
93,558,26124957.0,0,0.0,0.0
93,126,26125603.0,0,0.0,0.0
93,558,26125843.0,0,0.0,0.0
93,351,26126038.0,0,0.0,0.0
205,697,26126297.0,0,0.0,0.0
93,176,26126298.0,0,0.0,0.0
165,126,26126604.0,0,0.0,0.0
93,378,26126814.0,0,0.0,0.0
165,351,26126874.0,0,0.0,0.0
165,377,26127086.0,0,0.0,0.0
165,176,26127313.0,0,0.0,0.0
165,378,26127622.0,0,0.0,0.0
93,226,26127674.0,0,0.0,0.0
165,157,26127908.0,0,0.0,0.0
165,405,26128186.0,0,0.0,0.0
165,406,26128518.0,0,0.0,0.0
143,185,26128659.0,0,0.0,0.0
143,185,26128947.0,0,0.0,0.0
143,185,26129253.0,0,0.0,0.0
143,185,26129548.0,0,0.0,0.0
93,502,26130115.0,0,0.0,0.0
155,675,26130270.0,0,0.0,0.0
144,238,26130449.0,0,0.0,0.0
93,502,26131027.0,0,0.0,0.0
201,118,26132246.0,0,0.0,0.0
184,329,26132547.0,0,0.0,0.0
93,558,26132664.0,0,0.0,0.0
11,419,26133007.0,0,0.0,0.0
197,99,26133044.0,0,0.0,0.0
93,126,26133313.0,0,0.0,0.0
11,311,26133582.0,0,0.0,0.0
11,511,26133872.0,0,0.0,0.0
27,689,26134426.0,0,0.0,0.0
27,689,26134637.0,0,0.0,0.0
11,511,26134818.0,0,0.0,0.0
92,737,26135261.0,0,0.0,0.0
93,502,26135332.0,0,0.0,0.0
93,502,26135663.0,0,0.0,0.0
93,502,26136004.0,0,0.0,0.0
9,494,26136256.0,0,0.0,0.0
174,675,26136560.0,0,0.0,0.0
167,157,26136579.0,0,0.0,0.0
174,676,26136776.0,0,0.0,0.0
21,126,26137079.0,0,0.0,0.0
174,675,26137279.0,0,0.0,0.0
21,619,26137309.0,0,0.0,0.0
170,184,26137316.0,0,0.0,0.0
167,670,26137367.0,0,0.0,0.0
93,546,26137381.0,0,0.0,0.0
174,676,26137790.0,0,0.0,0.0
93,564,26137916.0,0,0.0,0.0
174,675,26138212.0,0,0.0,0.0
93,579,26138217.0,0,0.0,0.0
170,522,26138253.0,0,0.0,0.0
148,413,26138337.0,0,0.0,0.0
174,676,26138428.0,0,0.0,0.0
148,10,26138590.0,0,0.0,0.0
170,183,26138625.0,0,0.0,0.0
93,533,26138772.0,0,0.0,0.0
174,675,26138850.0,0,0.0,0.0
148,137,26138983.0,0,0.0,0.0
174,676,26139066.0,0,0.0,0.0
21,385,26139109.0,0,0.0,0.0
148,80,26139217.0,0,0.0,0.0
39,250,26139405.0,0,0.0,0.0
174,675,26139488.0,0,0.0,0.0
7,78,26139595.0,0,0.0,0.0
174,676,26139703.0,0,0.0,0.0
174,675,26140126.0,0,0.0,0.0
167,11,26140246.0,0,0.0,0.0
167,361,26140255.0,0,0.0,0.0
167,291,26140267.0,0,0.0,0.0
167,114,26140270.0,0,0.0,0.0
167,175,26140276.0,0,0.0,0.0
167,134,26140282.0,0,0.0,0.0
93,375,26140304.0,0,0.0,0.0
174,676,26140341.0,0,0.0,0.0
167,543,26140371.0,0,0.0,0.0
167,146,26140374.0,0,0.0,0.0
167,217,26140381.0,0,0.0,0.0
167,288,26140395.0,0,0.0,0.0
167,490,26140404.0,0,0.0,0.0
167,85,26140411.0,0,0.0,0.0
167,208,26140423.0,0,0.0,0.0
167,56,26140429.0,0,0.0,0.0
167,152,26140436.0,0,0.0,0.0
167,412,26140440.0,0,0.0,0.0
167,45,26140451.0,0,0.0,0.0
167,17,26140458.0,0,0.0,0.0
167,468,26140466.0,0,0.0,0.0
167,47,26140470.0,0,0.0,0.0
167,151,26140497.0,0,0.0,0.0
167,71,26140504.0,0,0.0,0.0
17,79,26140655.0,0,0.0,0.0
167,623,26140681.0,0,0.0,0.0
174,675,26140764.0,0,0.0,0.0
167,584,26140955.0,0,0.0,0.0
174,676,26140979.0,0,0.0,0.0
155,26,26141037.0,0,0.0,0.0
174,675,26141403.0,0,0.0,0.0
167,205,26141553.0,0,0.0,0.0
174,676,26141623.0,0,0.0,0.0
167,368,26141624.0,0,0.0,0.0
167,703,26141648.0,0,0.0,0.0
93,720,26141721.0,0,0.0,0.0
174,675,26142051.0,0,0.0,0.0
93,688,26142127.0,0,0.0,0.0
174,676,26142266.0,0,0.0,0.0
21,38,26142312.0,0,0.0,0.0
211,500,26142501.0,0,0.0,0.0
174,675,26142689.0,0,0.0,0.0
174,676,26142904.0,0,0.0,0.0
93,634,26142963.0,0,0.0,0.0
21,224,26143307.0,0,0.0,0.0
174,675,26143326.0,0,0.0,0.0
174,676,26143542.0,0,0.0,0.0
167,425,26143582.0,0,0.0,0.0
21,539,26143721.0,0,0.0,0.0
167,250,26143818.0,0,0.0,0.0
174,675,26143964.0,0,0.0,0.0
116,50,26143970.0,0,0.0,0.0
21,115,26144035.0,0,0.0,0.0
174,676,26144179.0,0,0.0,0.0
116,323,26144236.0,0,0.0,0.0
64,711,26144243.0,0,0.0,0.0
166,409,26144253.0,0,0.0,0.0
167,713,26144313.0,0,0.0,0.0
147,48,26144348.0,0,0.0,0.0
167,267,26144370.0,0,0.0,0.0
174,676,26144459.0,0,0.0,0.0
21,655,26144477.0,0,0.0,0.0
167,96,26144534.0,0,0.0,0.0
167,353,26144543.0,0,0.0,0.0
167,69,26144555.0,0,0.0,0.0
147,449,26144569.0,0,0.0,0.0
167,113,26144582.0,0,0.0,0.0
174,676,26144596.0,0,0.0,0.0
167,55,26144610.0,0,0.0,0.0
167,614,26144654.0,0,0.0,0.0
167,312,26144679.0,0,0.0,0.0
167,306,26144701.0,0,0.0,0.0
147,47,26144747.0,0,0.0,0.0
167,300,26144752.0,0,0.0,0.0
93,54,26144776.0,0,0.0,0.0
167,22,26145110.0,0,0.0,0.0
21,678,26145161.0,0,0.0,0.0
93,664,26145236.0,0,0.0,0.0
204,623,26145763.0,0,0.0,0.0
116,625,26145841.0,0,0.0,0.0
193,189,26145846.0,0,0.0,0.0
9,199,26146003.0,0,0.0,0.0
193,189,26146117.0,0,0.0,0.0
193,189,26146393.0,0,0.0,0.0
19,662,26146396.0,0,0.0,0.0
167,528,26146536.0,0,0.0,0.0
19,660,26146605.0,0,0.0,0.0
193,189,26146664.0,0,0.0,0.0
21,13,26146681.0,0,0.0,0.0
19,657,26146819.0,0,0.0,0.0
201,499,26146882.0,0,0.0,0.0
167,490,26146934.0,0,0.0,0.0
193,189,26146937.0,0,0.0,0.0
167,11,26146939.0,0,0.0,0.0
167,361,26146945.0,0,0.0,0.0
167,85,26146957.0,0,0.0,0.0
167,114,26146965.0,0,0.0,0.0
167,291,26146974.0,0,0.0,0.0
167,175,26146978.0,0,0.0,0.0
21,1,26146981.0,0,0.0,0.0
167,134,26146989.0,0,0.0,0.0
167,76,26147005.0,0,0.0,0.0
167,412,26147107.0,0,0.0,0.0
167,543,26147118.0,0,0.0,0.0
167,146,26147126.0,0,0.0,0.0
167,71,26147137.0,0,0.0,0.0
167,208,26147145.0,0,0.0,0.0
167,47,26147163.0,0,0.0,0.0
19,661,26147169.0,0,0.0,0.0
167,468,26147183.0,0,0.0,0.0
167,45,26147187.0,0,0.0,0.0
193,189,26147210.0,0,0.0,0.0
93,558,26147218.0,0,0.0,0.0
201,377,26147228.0,0,0.0,0.0
19,663,26147371.0,0,0.0,0.0
193,189,26147482.0,0,0.0,0.0
19,683,26147567.0,0,0.0,0.0
193,189,26147757.0,0,0.0,0.0
19,684,26147787.0,0,0.0,0.0
93,126,26147863.0,0,0.0,0.0
93,558,26148104.0,0,0.0,0.0
19,685,26148165.0,0,0.0,0.0
93,351,26148299.0,0,0.0,0.0
208,477,26148519.0,0,0.0,0.0
68,304,26148532.0,0,0.0,0.0
93,176,26148559.0,0,0.0,0.0
11,222,26148828.0,0,0.0,0.0
208,530,26148926.0,0,0.0,0.0
93,378,26149069.0,0,0.0,0.0
165,519,26149120.0,0,0.0,0.0
11,337,26149124.0,0,0.0,0.0
11,222,26149424.0,0,0.0,0.0
184,702,26149634.0,0,0.0,0.0
211,215,26149792.0,0,0.0,0.0
93,226,26149935.0,0,0.0,0.0
208,359,26150083.0,0,0.0,0.0
210,710,26150238.0,0,0.0,0.0
8,62,26150415.0,0,0.0,0.0
167,175,26150581.0,0,0.0,0.0
167,393,26150665.0,0,0.0,0.0
167,66,26150669.0,0,0.0,0.0
167,146,26150697.0,0,0.0,0.0
208,361,26150872.0,0,0.0,0.0
167,292,26151322.0,0,0.0,0.0
167,176,26151339.0,0,0.0,0.0
208,388,26151437.0,0,0.0,0.0
120,617,26151714.0,0,0.0,0.0
1,42,26151912.0,0,0.0,0.0
211,687,26152006.0,0,0.0,0.0
1,43,26152091.0,0,0.0,0.0
1,45,26152274.0,0,0.0,0.0
93,502,26152357.0,0,0.0,0.0
1,35,26152510.0,0,0.0,0.0
93,502,26152693.0,0,0.0,0.0
1,36,26152757.0,0,0.0,0.0
8,606,26152813.0,0,0.0,0.0
211,291,26152872.0,0,0.0,0.0
93,502,26153033.0,0,0.0,0.0
1,37,26153163.0,0,0.0,0.0
1,38,26153377.0,0,0.0,0.0
8,8,26153560.0,0,0.0,0.0
1,39,26153563.0,0,0.0,0.0
1,40,26153773.0,0,0.0,0.0
165,383,26153967.0,0,0.0,0.0
93,546,26154409.0,0,0.0,0.0
8,117,26154537.0,0,0.0,0.0
211,100,26154630.0,0,0.0,0.0
79,197,26154726.0,0,0.0,0.0
167,14,26154932.0,0,0.0,0.0
167,59,26154938.0,0,0.0,0.0
93,564,26154944.0,0,0.0,0.0
165,654,26155008.0,0,0.0,0.0
167,79,26155011.0,0,0.0,0.0
154,272,26155057.0,0,0.0,0.0
167,397,26155096.0,0,0.0,0.0
167,76,26155169.0,0,0.0,0.0
93,579,26155245.0,0,0.0,0.0
79,500,26155323.0,0,0.0,0.0
212,598,26155558.0,0,0.0,0.0
1,175,26155652.0,0,0.0,0.0
167,613,26155673.0,0,0.0,0.0
167,344,26155680.0,0,0.0,0.0
167,670,26155696.0,0,0.0,0.0
167,210,26155700.0,0,0.0,0.0
177,152,26155732.0,0,0.0,0.0
154,48,26155778.0,0,0.0,0.0
93,533,26155800.0,0,0.0,0.0
17,61,26155865.0,0,0.0,0.0
177,325,26155944.0,0,0.0,0.0
167,589,26155958.0,0,0.0,0.0
167,578,26155962.0,0,0.0,0.0
167,214,26155967.0,0,0.0,0.0
167,69,26155984.0,0,0.0,0.0
154,449,26156003.0,0,0.0,0.0
54,664,26156088.0,0,0.0,0.0
14,299,26156169.0,0,0.0,0.0
154,47,26156184.0,0,0.0,0.0
167,357,26156232.0,0,0.0,0.0
167,199,26156249.0,0,0.0,0.0
8,55,26156274.0,0,0.0,0.0
167,260,26156292.0,0,0.0,0.0
167,397,26156303.0,0,0.0,0.0
167,210,26156307.0,0,0.0,0.0
167,353,26156319.0,0,0.0,0.0
17,22,26156410.0,0,0.0,0.0
211,450,26156509.0,0,0.0,0.0
167,365,26156547.0,0,0.0,0.0
167,491,26156632.0,0,0.0,0.0
167,541,26156744.0,0,0.0,0.0
204,584,26156868.0,0,0.0,0.0
8,113,26157000.0,0,0.0,0.0
204,361,26157113.0,0,0.0,0.0
21,309,26157240.0,0,0.0,0.0
93,375,26157331.0,0,0.0,0.0
164,702,26158070.0,0,0.0,0.0
204,662,26158259.0,0,0.0,0.0
198,226,26158302.0,0,0.0,0.0
168,42,26158492.0,0,0.0,0.0
154,203,26158497.0,0,0.0,0.0
198,145,26158537.0,0,0.0,0.0
54,165,26158661.0,0,0.0,0.0
116,323,26158669.0,0,0.0,0.0
168,43,26158716.0,0,0.0,0.0
93,720,26158747.0,0,0.0,0.0
168,45,26158849.0,0,0.0,0.0
11,414,26158860.0,0,0.0,0.0
154,164,26158988.0,0,0.0,0.0
168,35,26159082.0,0,0.0,0.0
93,688,26159153.0,0,0.0,0.0
138,250,26159170.0,0,0.0,0.0
54,4,26159193.0,0,0.0,0.0
204,641,26159211.0,0,0.0,0.0
168,36,26159321.0,0,0.0,0.0
138,35,26159397.0,0,0.0,0.0
142,189,26159484.0,0,0.0,0.0
11,453,26159527.0,0,0.0,0.0
204,508,26159702.0,0,0.0,0.0
168,37,26159729.0,0,0.0,0.0
32,32,26159760.0,0,0.0,0.0
164,182,26159949.0,0,0.0,0.0
32,337,26159959.0,0,0.0,0.0
168,38,26159979.0,0,0.0,0.0
93,634,26159988.0,0,0.0,0.0
138,220,26159996.0,0,0.0,0.0
21,299,26160102.0,0,0.0,0.0
168,39,26160154.0,0,0.0,0.0
11,311,26160163.0,0,0.0,0.0
168,40,26160351.0,0,0.0,0.0
11,596,26160480.0,0,0.0,0.0
211,657,26160590.0,0,0.0,0.0
198,465,26160949.0,0,0.0,0.0
138,712,26160954.0,0,0.0,0.0
11,337,26161215.0,0,0.0,0.0
174,676,26161349.0,0,0.0,0.0
32,328,26161536.0,0,0.0,0.0
154,681,26161734.0,0,0.0,0.0
93,54,26161800.0,0,0.0,0.0
11,511,26161909.0,0,0.0,0.0
177,627,26161977.0,0,0.0,0.0
177,200,26162242.0,0,0.0,0.0
93,664,26162265.0,0,0.0,0.0
11,419,26162319.0,0,0.0,0.0
198,186,26162650.0,0,0.0,0.0
138,0,26162700.0,0,0.0,0.0
32,97,26162852.0,0,0.0,0.0
154,591,26162922.0,0,0.0,0.0
198,91,26162947.0,0,0.0,0.0
68,79,26163047.0,0,0.0,0.0
138,626,26163062.0,0,0.0,0.0
32,52,26163105.0,0,0.0,0.0
22,260,26163555.0,0,0.0,0.0
204,320,26163755.0,0,0.0,0.0
211,155,26163886.0,0,0.0,0.0
204,89,26163935.0,0,0.0,0.0
198,490,26164047.0,0,0.0,0.0
68,274,26164052.0,0,0.0,0.0
204,89,26164100.0,0,0.0,0.0
93,558,26164242.0,0,0.0,0.0
204,248,26164295.0,0,0.0,0.0
177,555,26164611.0,0,0.0,0.0
198,3,26164617.0,0,0.0,0.0
54,514,26164872.0,0,0.0,0.0
93,126,26164887.0,0,0.0,0.0
93,558,26165127.0,0,0.0,0.0
177,261,26165153.0,0,0.0,0.0
68,628,26165195.0,0,0.0,0.0
198,589,26165219.0,0,0.0,0.0
93,351,26165322.0,0,0.0,0.0
204,126,26165486.0,0,0.0,0.0
198,363,26165548.0,0,0.0,0.0
93,176,26165587.0,0,0.0,0.0
211,255,26165597.0,0,0.0,0.0
204,126,26165771.0,0,0.0,0.0
204,351,26166026.0,0,0.0,0.0
177,361,26166046.0,0,0.0,0.0
93,378,26166098.0,0,0.0,0.0
32,330,26166186.0,0,0.0,0.0
204,176,26166291.0,0,0.0,0.0
32,454,26166400.0,0,0.0,0.0
204,378,26166586.0,0,0.0,0.0
100,356,26166595.0,0,0.0,0.0
100,118,26166825.0,0,0.0,0.0
204,378,26166876.0,0,0.0,0.0
21,76,26166932.0,0,0.0,0.0
93,226,26166958.0,0,0.0,0.0
32,309,26167034.0,0,0.0,0.0
100,198,26167055.0,0,0.0,0.0
20,497,26167114.0,0,0.0,0.0
8,485,26167147.0,0,0.0,0.0
21,273,26167176.0,0,0.0,0.0
10,373,26167181.0,0,0.0,0.0
204,291,26167182.0,0,0.0,0.0
32,335,26167226.0,0,0.0,0.0
21,74,26167462.0,0,0.0,0.0
213,525,26167483.0,0,0.0,0.0
204,405,26167502.0,0,0.0,0.0
17,209,26167572.0,0,0.0,0.0
68,175,26167661.0,0,0.0,0.0
211,323,26167689.0,0,0.0,0.0
177,496,26167702.0,0,0.0,0.0
204,377,26167782.0,0,0.0,0.0
177,77,26167942.0,0,0.0,0.0
32,19,26167987.0,0,0.0,0.0
21,0,26168004.0,0,0.0,0.0
204,406,26168017.0,0,0.0,0.0
21,290,26168244.0,0,0.0,0.0
204,157,26168282.0,0,0.0,0.0
21,106,26168474.0,0,0.0,0.0
32,136,26168549.0,0,0.0,0.0
54,5,26168602.0,0,0.0,0.0
192,226,26168674.0,0,0.0,0.0
21,265,26168712.0,0,0.0,0.0
32,163,26168752.0,0,0.0,0.0
8,459,26168931.0,0,0.0,0.0
100,310,26168947.0,0,0.0,0.0
21,75,26168957.0,0,0.0,0.0
204,232,26168997.0,0,0.0,0.0
21,115,26169171.0,0,0.0,0.0
100,356,26169207.0,0,0.0,0.0
167,17,26169333.0,0,0.0,0.0
167,37,26169354.0,0,0.0,0.0
167,585,26169361.0,0,0.0,0.0
32,64,26169374.0,0,0.0,0.0
167,124,26169375.0,0,0.0,0.0
204,232,26169377.0,0,0.0,0.0
93,502,26169385.0,0,0.0,0.0
167,291,26169416.0,0,0.0,0.0
167,134,26169435.0,0,0.0,0.0
100,118,26169447.0,0,0.0,0.0
167,72,26169482.0,0,0.0,0.0
167,260,26169489.0,0,0.0,0.0
167,61,26169497.0,0,0.0,0.0
167,397,26169510.0,0,0.0,0.0
167,20,26169522.0,0,0.0,0.0
167,165,26169535.0,0,0.0,0.0
167,703,26169566.0,0,0.0,0.0
167,626,26169574.0,0,0.0,0.0
167,412,26169582.0,0,0.0,0.0
32,302,26169607.0,0,0.0,0.0
167,71,26169613.0,0,0.0,0.0
100,198,26169677.0,0,0.0,0.0
93,502,26169715.0,0,0.0,0.0
93,502,26170060.0,0,0.0,0.0
192,488,26170100.0,0,0.0,0.0
184,278,26170223.0,0,0.0,0.0
211,184,26170470.0,0,0.0,0.0
192,454,26170506.0,0,0.0,0.0
201,458,26170671.0,0,0.0,0.0
24,298,26171117.0,0,0.0,0.0
93,546,26171431.0,0,0.0,0.0
54,366,26171463.0,0,0.0,0.0
204,662,26171501.0,0,0.0,0.0
100,310,26171569.0,0,0.0,0.0
100,356,26171833.0,0,0.0,0.0
144,238,26171879.0,0,0.0,0.0
93,564,26171966.0,0,0.0,0.0
154,371,26172071.0,0,0.0,0.0
100,118,26172117.0,0,0.0,0.0
93,579,26172266.0,0,0.0,0.0
100,198,26172307.0,0,0.0,0.0
128,719,26172489.0,0,0.0,0.0
63,606,26172724.0,0,0.0,0.0
22,428,26172733.0,0,0.0,0.0
184,278,26172755.0,0,0.0,0.0
93,533,26172827.0,0,0.0,0.0
7,292,26172944.0,0,0.0,0.0
167,341,26172986.0,0,0.0,0.0
128,719,26173021.0,0,0.0,0.0
167,360,26173212.0,0,0.0,0.0
151,383,26173238.0,0,0.0,0.0
128,734,26173322.0,0,0.0,0.0
167,548,26173370.0,0,0.0,0.0
143,78,26173507.0,0,0.0,0.0
167,290,26173613.0,0,0.0,0.0
0,721,26174082.0,0,0.0,0.0
100,310,26174192.0,0,0.0,0.0
93,375,26174358.0,0,0.0,0.0
100,356,26174462.0,0,0.0,0.0
2,742,26174645.0,0,0.0,0.0
100,118,26174702.0,0,0.0,0.0
0,722,26174707.0,0,0.0,0.0
164,115,26174823.0,0,0.0,0.0
100,198,26174932.0,0,0.0,0.0
149,279,26175089.0,0,0.0,0.0
167,395,26175443.0,0,0.0,0.0
93,720,26175706.0,0,0.0,0.0
